"","Country.Name","SE.XPD.TOTL.GD.ZS_2010","SE.PRM.ENRR.FE_2010","SE.ENR.PRIM.FM.ZS_2010","SE.PRM.UNER_2010","SE.XPD.TOTL.GD.ZS_2011","SE.PRM.ENRR.FE_2011","SE.ENR.PRIM.FM.ZS_2011","SE.PRM.UNER_2011","SE.XPD.TOTL.GD.ZS_2012","SE.PRM.ENRR.FE_2012","SE.ENR.PRIM.FM.ZS_2012","SE.PRM.UNER_2012","SE.XPD.TOTL.GD.ZS_2013","SE.PRM.ENRR.FE_2013","SE.ENR.PRIM.FM.ZS_2013","SE.PRM.UNER_2013","SE.XPD.TOTL.GD.ZS_2014","SE.PRM.ENRR.FE_2014","SE.ENR.PRIM.FM.ZS_2014","SE.PRM.UNER_2014","SE.XPD.TOTL.GD.ZS_2015","SE.PRM.ENRR.FE_2015","SE.ENR.PRIM.FM.ZS_2015","SE.PRM.UNER_2015","SE.XPD.TOTL.GD.ZS_2016","SE.PRM.ENRR.FE_2016","SE.ENR.PRIM.FM.ZS_2016","SE.PRM.UNER_2016","SE.XPD.TOTL.GD.ZS_2017","SE.PRM.ENRR.FE_2017","SE.ENR.PRIM.FM.ZS_2017","SE.PRM.UNER_2017","SE.XPD.TOTL.GD.ZS_2018","SE.PRM.ENRR.FE_2018","SE.ENR.PRIM.FM.ZS_2018","SE.PRM.UNER_2018","SE.XPD.TOTL.GD.ZS_2019","SE.PRM.ENRR.FE_2019","SE.ENR.PRIM.FM.ZS_2019","SE.PRM.UNER_2019"
"200","Pre-demographic dividend",NA,91.84449,0.90092,30202980,NA,93.07634,0.90194,29964512,NA,94.96256,0.91681,30312609,NA,95.58936,0.92497,31169077,NA,95.37186,0.93207,31432933,NA,93.77751,0.94111,32712819,NA,93.83856,0.93694,32646116,NA,94.13993,0.9366,32994618,NA,94.59803,0.93484,33530858,NA,95.11123,0.93725,33409962
"201","Puerto Rico",NA,99.27354,1.03733,30673,NA,91.60209,1.04091,40004,NA,93.28788,1.0471,36367,6.48108,91.61575,1.01589,38182,6.07266,90.64602,1.00411,40680,NA,89.07858,1.00037,45370,NA,82.83672,0.99534,57625,NA,NA,NA,NA,NA,81.7647,0.98945,55942,NA,NA,NA,NA
"202","Qatar",4.53966,104.35936,1.03404,1789,4.01224,104.34577,1.00761,581,3.50744,103.23748,1.03772,2076,4.07384,99.93149,1.04647,6669,3.60535,100.28776,1.02446,6996,NA,103.01785,1.00843,4352,NA,102.70193,0.99371,3584,2.86383,103.0715,0.99604,2972,NA,104.3871,1.01026,1985,2.69535,105.11708,1.02992,2949
"203","Romania",3.49538,99.12425,0.98367,20293,3.05943,98.68784,0.98226,24545,2.9541,97.61874,0.98106,33096,3.04938,NA,NA,NA,3.12642,NA,NA,NA,3.10676,88.48407,0.98508,82464,2.97411,86.34456,0.98746,104345,3.09539,84.56607,0.98672,126456,NA,86.94353,0.99153,135701,NA,NA,NA,NA
"204","Russian Federation",NA,NA,NA,NA,NA,101.39378,1.00615,21682,3.7931,101.33234,1.00604,24643,3.76383,100.04793,1.00546,22969,4.01388,98.02932,1.00672,149626,3.83403,99.47305,1.00792,80703,3.76044,100.12029,1.006,36857,4.68991,102.3353,0.9953,8523,NA,104.09201,0.98911,10839,NA,NA,NA,NA
"205","Rwanda",4.61529,150.07595,1.02528,NA,4.36722,149.87101,1.02981,NA,4.40366,149.1984,1.02244,NA,4.72194,146.00686,1.02393,NA,4.17978,142.09463,1.02469,NA,3.63234,140.56584,1.01361,NA,3.4193,141.19302,0.99879,13957,3.11083,137.17433,0.99264,42716,3.07375,132.12526,0.98631,81300,NA,129.96978,0.97976,121348
"206","Samoa",NA,109.93191,0.98587,157,NA,107.85874,1.00089,417,NA,107.23908,0.99772,382,NA,NA,NA,NA,NA,107.99744,1.00265,236,NA,106.39106,1.00033,165,4.16222,107.93271,1.01218,411,NA,108.69744,1.00264,185,NA,110.43128,0.99838,387,NA,115.72207,1.0103,NA
"207","San Marino",2.62884,120.30303,1.13082,NA,2.70296,108.68925,1.00521,NA,NA,103.75723,0.94788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37033,NA,NA,NA,3.59286,116.89373,1.16476,NA,NA,110.08065,1.10741,79
"208","Sao Tome and Principe",9.65147,116.19757,0.99332,2718,NA,114.26579,0.97067,NA,6.33951,105.98756,0.9711,NA,5.93969,105.96625,0.9797,3728,3.74883,102.0392,0.96457,3702,3.8645,103.1691,0.96129,3817,5.17307,103.85953,0.95747,NA,5.08416,105.00261,0.96736,2100,5.14907,NA,NA,NA,NA,NA,NA,NA
"209","Saudi Arabia",NA,106.17968,0.99185,89185,NA,106.36617,0.99529,90164,NA,110.32458,1.00474,4621,NA,114.89821,0.9746,67693,NA,117.2198,0.97039,NA,NA,112.10066,1.03096,22068,NA,104.63059,0.99074,58970,NA,100.17458,1.01429,NA,NA,100.34702,1.01145,NA,NA,101.47726,1.01504,NA
"210","Senegal",5.18252,86.44265,1.05836,553211,4.87895,92.01571,1.12125,550287,4.73316,91.49765,1.113,503229,5.6725,89.37315,1.11834,540858,5.72021,90.46086,1.11969,541676,5.45638,89.78162,1.11954,563931,5.11309,NA,NA,NA,4.62497,NA,NA,NA,4.83328,NA,NA,NA,NA,87.58381,1.14192,681296
"211","Serbia",4.32781,95.64695,0.99495,15004,4.23836,101.51213,1.00036,7458,4.16421,100.56836,0.99994,10495,NA,100.94359,1.00093,10006,3.92698,101.36326,1.00448,3423,3.78902,101.22541,0.99775,2187,3.64027,100.46706,0.99799,2253,3.71509,100.36259,1.00096,2752,3.58539,100.31749,1.0003,3815,NA,99.59382,0.99901,4887
"212","Seychelles",NA,112.14249,1.03083,NA,3.60644,113.33853,1.05209,NA,2.61393,111.44253,1.03965,NA,3.60813,108.00806,1.02156,64,4.08368,106.37099,1.01518,84,NA,105.97335,1.03043,77,4.42102,103.56895,1.03249,152,NA,102.42356,1.05168,249,NA,103.31627,1.05868,269,NA,102.81319,1.04867,224
"213","Sierra Leone",2.58864,NA,NA,NA,2.6689,110.76908,0.9483,NA,2.87204,115.99032,0.98979,43719,2.37981,118.28518,1.00134,2476,2.66292,NA,NA,NA,NA,116.9143,1.01415,19253,3.06023,118.89392,1.01101,6104,4.63577,125.64213,1.01891,NA,6.98963,114.68657,1.03486,NA,7.70228,145.59427,1.02634,NA
"214","Singapore",3.08044,NA,NA,NA,3.03077,NA,NA,NA,3.07086,NA,NA,NA,2.85435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.69286,0.99844,24,NA,100.57172,0.99893,72,NA,100.22494,0.99928,476,NA,NA,NA,NA
"215","Sint Maarten (Dutch part)",NA,NA,NA,NA,NA,NA,NA,NA,NA,121.31704,1.01615,NA,NA,NA,NA,NA,NA,128.86671,1.0108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Slovak Republic",4.08471,100.99314,0.99129,10409,3.92964,99.85448,0.99129,11670,3.8677,100.02166,0.99019,9150,4.07649,99.83907,0.98557,8543,4.22136,99.27775,0.99045,11034,4.59954,98.0883,0.99201,13359,3.91171,97.28014,0.98865,14552,3.93913,98.43949,0.99423,12554,NA,99.54251,0.99676,10196,NA,NA,NA,NA
"217","Slovenia",5.54546,99.46924,0.99947,683,5.54126,100.05976,1.00402,353,5.62023,100.60834,1.00608,431,5.40573,100.29107,1.00675,718,5.2917,99.95206,1.00462,894,4.90953,100.33198,1.00744,521,4.80178,100.2171,1.00739,558,4.78324,100.56636,1.00328,225,NA,102.13463,1.00138,294,NA,NA,NA,NA
"218","Small states",NA,105.80448,0.97362,540780,NA,105.88385,0.97236,511126,NA,105.91026,0.97697,511396,NA,105.56183,0.97731,519989,NA,105.45242,0.97803,523240,NA,105.85708,0.98353,512066,NA,105.58482,0.98106,533421,NA,105.62093,0.9815,508482,NA,105.69952,0.98271,521481,NA,105.89029,0.98688,520901
"219","Solomon Islands",9.86063,113.16806,0.97522,NA,NA,113.98751,0.97292,NA,NA,111.60158,0.97955,NA,NA,113.36846,0.98919,360,NA,111.78632,0.97229,492,NA,112.97701,0.98953,68,NA,113.67024,0.98814,NA,NA,112.19722,0.99269,NA,NA,105.99196,0.99609,4351,NA,NA,NA,NA
"220","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","South Africa",5.72174,102.66989,0.96171,NA,NA,101.26646,0.95955,NA,NA,101.00954,0.95824,NA,NA,100.44002,0.95783,NA,NA,100.65726,0.96124,NA,5.95619,101.9005,0.93338,311658,5.94285,101.4936,0.96804,NA,6.11306,99.1387,0.96667,567591,6.15899,96.59,0.96159,845478,6.50505,NA,NA,NA
"222","South Asia",3.42347002,106.05615,1.00033,15894082,2.82980001,106.34329,1.00874,17148413,2.349954963,107.63053,1.01264,15556466,2.98257494,111.05974,1.06814,13640044,3.121760011,109.19459,1.0605,12829052,2.946019888,109.65876,1.06115,13575013,2.500319958,116.54265,1.09157,12735420,NA,114.60604,1.08159,12823181,NA,98.89166,0.98713,12631548,NA,98.62101,0.98683,12764234
"223","South Asia (IDA & IBRD)",NA,106.05615,1.00033,15894082,NA,106.34329,1.00874,17148413,NA,107.63053,1.01264,15556466,NA,111.05974,1.06814,13640044,NA,109.19459,1.0605,12829052,NA,109.65876,1.06115,13575013,NA,116.54265,1.09157,12735420,NA,114.60604,1.08159,12823181,NA,98.89166,0.98713,12631548,NA,98.62101,0.98683,12764234
"224","South Sudan",NA,NA,NA,NA,0.96289,71.58802,0.66209,894162,NA,NA,NA,NA,1.0245,NA,NA,NA,1.23246,NA,NA,NA,1.46556,60.38093,0.7078,1088325,1.5439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Spain",4.85608,103.57508,0.99253,1785,4.89692,104.14684,0.99241,1223,4.46934,104.90096,0.99375,3127,4.35102,108.81614,1.01124,6223,4.30338,107.87827,1.01324,7383,4.28657,107.20858,1.01552,9277,4.22764,105.09839,1.01657,27756,4.20774,103.58476,1.01662,74969,NA,102.70377,1.01366,91786,NA,NA,NA,NA
"226","Sri Lanka",1.71774,98.24813,0.97522,89067,1.80861,97.51822,0.96063,87520,1.49617,98.76951,0.97666,83509,1.62107,99.42777,0.97622,61328,1.93288,100.18917,0.97728,45261,2.22875,100.57343,0.97894,16394,3.4492,100.37505,0.97871,16400,2.79925,99.90265,0.98571,12419,2.12421,99.61806,0.9893,9296,NA,NA,NA,NA
"227","St. Kitts and Nevis",NA,110.55456,0.94906,132,NA,110.42899,0.98126,NA,NA,109.69951,0.98385,17,NA,108.73786,1.00784,13,NA,108.39243,0.99587,4,2.64346,107.93336,0.99322,NA,NA,107.09163,0.97018,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","St. Lucia",3.4829,NA,NA,NA,3.58824,NA,NA,NA,3.27299,NA,NA,NA,3.85985,NA,NA,NA,3.88069,NA,NA,NA,3.86773,99.48973,0.96816,235,5.20828,100.22562,0.96786,219,NA,101.45412,0.98946,228,3.3318,103.15652,1.0108,222,NA,103.2646,1.0181,260
"229","St. Martin (French part)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","St. Vincent and the Grenadines",5.08523,106.20562,0.94917,71,NA,105.08557,0.98462,97,NA,110.76745,0.97393,38,NA,109.58515,0.9617,21,NA,109.62926,0.98415,NA,NA,109.69748,0.99073,113,5.7334,109.37341,0.98936,94,5.73196,109.79887,0.9847,58,5.69378,112.74018,0.98844,NA,NA,NA,NA,NA
"231","Sub-Saharan Africa",3.836175084,93.5266,0.92473,32307826,3.925139904,94.76524,0.92299,31295264,4.101180077,96.29907,0.93662,31577318,4.498549938,96.9402,0.94396,31280815,NA,96.85492,0.95015,31616968,NA,95.82346,0.9565,32606645,NA,95.87703,0.95449,32698434,NA,95.98685,0.95403,33032968,NA,96.14986,0.95274,33975668,NA,96.60417,0.95469,33809353
"232","Sub-Saharan Africa (excluding high income)",3.836175084,93.51808,0.92466,32306617,3.925139904,94.75772,0.92292,31293926,4.101180077,96.29318,0.93656,31572586,4.498549938,96.93563,0.9439,31278446,NA,96.8502,0.9501,31615655,NA,95.81817,0.95646,32605505,NA,95.87244,0.95445,32696856,NA,95.98313,0.95399,33031711,NA,96.14635,0.9527,33974243,NA,96.60187,0.95465,33807920
"233","Sub-Saharan Africa (IDA & IBRD countries)",NA,93.5266,0.92473,32307826,NA,94.76524,0.92299,31295264,NA,96.29907,0.93662,31577318,NA,96.9402,0.94396,31280815,NA,96.85492,0.95015,31616968,NA,95.82346,0.9565,32606645,NA,95.87703,0.95449,32698434,NA,95.98685,0.95403,33032968,NA,96.14986,0.95274,33975668,NA,96.60417,0.95469,33809353
"234","Sudan",NA,67.76904,0.89659,NA,NA,65.17222,0.8846,2363794,NA,66.67713,0.88918,2621101,NA,68.05666,0.89694,2618997,NA,69.33065,0.92279,2652400,NA,69.78471,0.91316,2657780,NA,73.22094,0.93247,2561223,NA,74.41109,0.94004,2443016,NA,NA,NA,NA,NA,NA,NA,NA
"235","Suriname",NA,113.84338,0.99667,6263,NA,112.29691,1.00104,7418,NA,112.53292,0.99702,7124,NA,113.69895,1.01486,7399,NA,114.32242,1.01702,7665,NA,116.40878,1.01013,6595,NA,115.71443,1.0028,5850,NA,110.77448,1.00379,8579,NA,108.70755,0.99762,8601,NA,109.15439,0.99871,7676
"236","Sweden",6.52269,101.16406,0.99476,2051,6.36692,100.22249,0.99601,1649,7.53697,101.84269,0.99845,921,7.61121,123.98248,1.05919,253,7.57373,124.23183,1.05586,429,7.4439,125.52125,1.04178,17,7.61862,126.49916,1.02604,970,7.56883,127.44611,1.01348,1876,NA,129.7997,1.01764,892,NA,NA,NA,NA
"237","Switzerland",4.92605,102.60698,0.99543,2277,4.96986,102.85256,0.99509,1662,5.03337,103.02621,0.9976,1820,5.04048,103.50073,0.99811,992,5.05123,103.52739,1.00075,902,5.10057,104.03302,0.99718,794,5.10473,104.25858,0.99312,64,5.13019,104.82491,0.99324,706,NA,105.14774,0.99394,402,NA,NA,NA,NA
"238","Syrian Arab Republic",NA,114.71897,0.96541,21842,NA,119.51671,0.96708,NA,NA,126.0301,0.96362,NA,NA,80.203,0.96555,523049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Tajikistan",4.00675,100.22987,0.9759,7997,3.93511,99.43094,0.97387,8812,4.01803,99.90893,0.98188,5662,NA,99.90239,0.98283,5206,NA,97.81987,0.99095,9406,5.23139,97.06409,0.9892,13296,NA,97.36612,0.98778,13580,NA,100.26503,0.98864,4181,NA,NA,NA,NA,NA,NA,NA,NA
"240","Tanzania",4.5417,103.78765,1.01842,604441,NA,98.88296,1.03478,NA,NA,95.28867,1.02372,1100928,NA,91.94853,1.04287,1370468,3.38488,88.96808,1.05102,1580287,NA,86.95237,1.05459,NA,NA,87.25864,1.04656,1563643,4.43051,90.75761,1.03474,1611822,3.69644,95.39328,1.02606,1895125,NA,99.9048,1.02305,1434649
"241","Thailand",3.50844,96.25137,0.98787,NA,4.80555,96.11465,0.98717,NA,4.53671,96.34154,0.98628,NA,4.12402,96.30109,0.98768,NA,NA,102.91761,1.0155,NA,NA,97.61979,0.94304,NA,NA,100.98333,1.00436,NA,NA,99.62144,0.99993,NA,NA,99.77536,1.00002,NA,NA,101.00751,0.99913,NA
"242","Timor-Leste",11.10764,119.17134,0.94508,18532,10.0757,122.90435,0.94361,13555,7.24187,123.38847,0.9458,16660,5.66715,124.47751,0.95505,14821,7.51547,126.23281,0.97546,13248,8.43326,126.59156,0.97537,10486,8.05194,123.81493,0.97057,10188,7.06049,117.58002,0.96472,5688,6.79295,113.211,0.96485,7728,NA,111.23898,0.97849,9004
"243","Togo",4.09635,120.79729,0.90242,NA,4.3093,118.83952,0.91023,NA,4.7192,122.15751,0.92367,NA,4.42365,123.19496,0.93575,NA,4.78455,120.26426,0.94243,89412,5.1086,124.85745,0.95155,69596,4.95558,122.00108,0.95166,96411,4.98976,121.41287,0.95395,90527,5.36957,121.51877,0.96445,66428,NA,122.18594,0.96636,40071
"244","Tokelau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,0.82908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Tonga",NA,107.26438,0.98085,NA,NA,109.18202,0.98387,NA,NA,113.16662,0.98994,198,NA,115.32123,0.99999,189,NA,115.42711,0.99529,NA,NA,115.98963,0.99429,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Trinidad and Tobago",NA,104.35096,0.96604,1509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Tunisia",6.25481,106.97377,0.99608,11187,NA,107.70755,0.99837,11208,6.25037,110.17192,1.00482,13913,NA,111.30299,0.99849,11036,NA,113.37516,1.00071,NA,6.59601,114.58058,1.00043,NA,NA,115.07786,1.00265,NA,NA,115.39435,0.99575,NA,NA,114.9282,0.99137,NA,NA,NA,NA,NA
"248","Turkey",NA,100.57778,0.98613,247866,NA,100.55997,0.99054,311775,NA,97.90453,0.98567,404089,NA,106.78929,0.99334,342826,NA,106.06443,0.99543,277326,NA,102.6663,0.99315,277670,NA,100.62768,0.99381,310864,NA,92.67105,0.98987,273461,NA,94.35992,0.98871,266561,NA,NA,NA,NA
"249","Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,3.04925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.83247,0.98206,NA
"250","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.82759,1.01087,1196,3.15745,73.57269,0.98356,967,NA,NA,NA,NA,NA,NA,NA,NA,2.91435,116.40726,0.99734,NA,NA,NA,NA,NA
"251","Tuvalu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.13408,0.96024,131,NA,97.787,0.96159,71,NA,85.08892,0.93574,178,NA,NA,NA,NA,NA,82.46319,0.92247,NA,NA,104.10053,0.91853,231
"252","Uganda",1.74151,122.41609,1.00713,575155,2.31769,114.93898,1.01091,370317,1.81216,114.61001,1.01248,NA,1.88643,113.00964,1.01719,328897,1.93036,NA,NA,NA,2.34049,103.72411,1.02101,NA,2.15536,105.66304,1.03222,NA,2.27205,104.12882,1.02789,NA,2.13052,NA,NA,NA,NA,NA,NA,NA
"253","Ukraine",NA,99.10597,1.00568,143343,6.16237,101.2645,1.01228,110652,6.69233,101.69773,1.01615,100077,6.67166,102.05722,1.01812,101371,5.87494,100.11248,1.02122,136260,NA,NA,NA,NA,5.00978,NA,NA,NA,5.41226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","United Arab Emirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,100.89756,1.01858,21919,NA,100.07414,1.02782,25610,NA,104.061,1.01874,9333,NA,111.64165,1.00174,446,NA,106.67191,0.96452,2574,NA,107.34338,0.98093,5636,NA,NA,NA,NA,NA,NA,NA,NA
"255","United Kingdom",5.70324,104.26413,0.99458,68120,5.59523,104.35634,0.9987,70472,NA,106.22143,0.99955,64029,5.5298,106.98184,0.99763,11885,5.599,102.15237,0.99803,4433,5.55616,101.85664,0.99868,2978,5.4267,101.24605,0.99828,16211,5.44209,101.00604,0.99713,20508,NA,100.84584,0.99711,32122,NA,NA,NA,NA
"256","United States",NA,99.81811,0.99,575132,NA,99.59456,1.00404,887458,NA,98.38959,0.9848,672416,4.93105,99.03338,0.99172,611514,4.96174,99.50208,0.99664,NA,NA,100.28726,0.99975,446256,NA,101.27641,0.99833,88850,NA,101.422,0.99234,104711,NA,101.19637,0.99884,141533,NA,NA,NA,NA
"257","Upper middle income",4.546990156,103.60566,0.98434,7110725,4.492980003,103.87701,0.98607,7367895,4.422790051,103.884,0.98393,7617329,4.587560177,103.30731,0.9894,8176267,NA,101.22827,0.99029,8243885,NA,101.13808,0.98858,7917221,NA,101.97016,0.99311,8032710,NA,102.46286,0.99336,7722183,NA,102.87006,0.99414,7857206,NA,103.77638,0.99361,8176242
"258","Uruguay",NA,110.92995,0.9676,470,4.35527,111.51822,0.97039,586,NA,110.37673,0.97184,677,NA,110.22646,0.97447,245,NA,110.05648,0.97781,8590,NA,109.7999,0.97838,41,4.7591,108.50735,0.97883,NA,4.8403,107.55987,0.98391,857,5.04759,105.4961,0.99043,380,NA,NA,NA,NA
"259","Uzbekistan",NA,93.09107,0.98264,123898,NA,93.55072,0.97978,108942,NA,95.38831,0.9813,74512,6.09001,96.76722,0.98275,50823,6.02527,97.67733,0.98431,20871,5.78638,99.19156,0.98564,15391,5.66773,100.84059,0.98604,15174,5.28134,102.86976,0.98534,16680,NA,103.42759,0.98505,17322,NA,101.57236,0.9877,15291
"260","Vanuatu",NA,121.87558,0.99058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.30005,0.96751,NA,4.91083,NA,NA,NA,5.39081,107.77811,0.9737,3300,NA,NA,NA,NA,4.53353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Venezuela, RB",NA,101.28894,0.97244,117246,NA,101.11292,0.97535,120920,NA,101.28929,0.98064,132663,NA,101.8808,0.98689,163201,NA,100.42679,0.98252,195773,NA,99.77385,0.97773,208182,NA,97.79953,0.97699,278368,NA,95.99872,0.97708,324992,NA,NA,NA,NA,NA,NA,NA,NA
"262","Vietnam",5.13722,103.16561,0.95437,0,4.81372,104.95465,0.96033,0,5.53329,108.3855,1.01138,0,5.652,107.50346,0.98398,0,NA,110.23586,0.99837,NA,NA,110.12642,1.00418,NA,4.34481,112.0794,1.01511,NA,NA,110.15374,1.01762,NA,4.16745,111.85383,1.02183,NA,NA,116.72459,1.02139,NA
"263","Virgin Islands (U.S.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","West Bank and Gaza",6.72547,90.3847,0.9801,43032,5.7027,92.58177,0.98853,37982,5.13268,94.91647,0.98242,23624,5.3025,96.67234,1.00465,21994,NA,97.38704,0.99323,17468,5.14136,97.50489,0.99987,19492,5.71773,97.53469,1.00168,18698,5.25234,98.80956,0.99789,12194,NA,98.7356,1.00261,13014,NA,97.6985,0.99934,17559
"265","World",4.622389793,101.79062,0.97455,60389256,4.492980003,102.25396,0.97698,60620757,4.614655018,103.12288,0.98059,58672297,4.735710144,103.90024,0.99779,57102651,4.900424957,102.65799,0.9978,56900690,NA,102.41614,0.99949,58243450,NA,104.32732,1.00767,57332543,NA,103.91949,1.00427,57409274,NA,100.1658,0.98104,58075853,NA,100.60778,0.98138,58361643
"266","Yemen, Rep.",NA,82.25073,0.81527,648153,NA,85.7604,0.81435,NA,NA,85.879,0.82601,561198,NA,89.4161,0.83883,541077,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.10226,0.87172,649902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Zambia",NA,107.31358,1.00627,378994,NA,107.48265,0.98924,292728,NA,108.37373,1.00451,264378,NA,102.89172,1.00346,352280,NA,104.51504,1.0035,NA,4.62432,101.6142,1.00302,NA,3.74792,99.59312,1.02007,NA,3.72965,99.90419,1.0242,495692,4.61809,NA,NA,NA,NA,NA,NA,NA
"268","Zimbabwe",1.54406,NA,NA,NA,NA,NA,NA,NA,6.07021,111.38533,0.98006,13894,5.99598,108.71179,0.97872,11796,6.13835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81878,NA,NA,NA,5.87135,NA,NA,NA,NA,NA,NA,NA
